case_id,true_state,is_fraud,e1_new_account,e2_domain_mismatch,verified,e3_confirms,fraud_prob_pre_verification,final_fraud_prob,action,outcome,case_cost_rs
767,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
768,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
769,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
770,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
771,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
772,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
773,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
774,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
775,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
776,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
777,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
778,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
779,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
780,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
781,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
782,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
783,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
784,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
785,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
786,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
787,Insider,1,1,1,0,,1.0,1.0,Escalate,TP,0
788,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
789,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
790,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
791,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
792,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
793,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
794,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
795,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
796,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
797,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
798,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
799,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
800,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
801,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
802,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
803,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
804,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
805,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
806,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
807,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
808,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
809,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
810,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
811,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
812,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
813,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
814,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
815,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
816,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
817,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
818,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
819,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
820,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
821,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
822,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
823,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
824,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
825,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
826,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
827,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
828,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
829,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
830,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
831,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
832,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
833,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
834,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
835,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
836,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
837,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
838,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
839,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
840,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
841,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
842,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
843,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
844,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
845,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
846,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
847,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
848,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
849,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
850,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
851,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
852,Something else,1,1,0,1,1,0.62522,0.093602,Escalate,TP,300
853,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
854,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
855,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
856,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
857,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
858,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
859,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
860,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
861,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
862,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
863,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
864,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
865,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
866,Genuine,0,1,0,1,0,0.62522,0.940309,Escalate,FP,2300
867,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
868,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
869,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
870,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
871,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
872,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
873,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
874,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
875,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
876,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
877,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
878,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
879,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
880,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
881,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
882,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
883,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
884,Insider,1,1,1,0,,1.0,1.0,Escalate,TP,0
885,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
886,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
887,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
888,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
889,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
890,Insider,1,1,1,0,,1.0,1.0,Escalate,TP,0
891,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
892,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
893,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
894,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
895,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
896,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
897,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
898,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
899,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
900,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
901,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
902,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
903,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
904,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
905,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
906,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
907,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
908,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
909,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
910,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
911,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
912,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
913,Impersonation,1,0,1,0,,1.0,1.0,Escalate,TP,0
914,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
915,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
916,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
917,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
918,Insider,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
919,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
920,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
921,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
922,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
923,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
924,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
925,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
926,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
927,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
928,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
929,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
930,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
931,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
932,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
933,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
934,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
935,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
936,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
937,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
938,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
939,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
940,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
941,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
942,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
943,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
944,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
945,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
946,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
947,Impersonation,1,0,1,0,,1.0,1.0,Escalate,TP,0
948,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
949,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
950,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
951,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
952,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
953,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
954,Insider,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
955,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
956,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
957,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
958,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
959,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
960,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
961,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
962,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
963,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
964,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
965,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
966,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
967,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
968,Impersonation,1,1,1,0,,1.0,1.0,Escalate,TP,0
969,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
970,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
971,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
972,Compromised,1,0,0,1,0,0.012353,0.095745,Escalate,TP,300
973,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
974,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
975,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
976,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
977,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
978,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
979,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
980,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
981,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
982,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
983,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
984,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
985,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
986,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
987,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
988,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
989,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
990,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
991,Genuine,0,0,0,1,0,0.012353,0.095745,Escalate,FP,2300
992,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
993,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
994,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
995,Genuine,0,1,0,1,1,0.62522,0.093602,Escalate,FP,2300
996,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
997,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
998,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
999,Genuine,0,0,0,1,1,0.012353,0.002128,Pay,TN,300
1000,Compromised,1,1,0,1,0,0.62522,0.940309,Escalate,TP,300
